"Title","Caption","Copyright","Node Type"
"Princess Zahra on volunteerism in the New Millenium","Princess Zahra Aga Khan delivering the keynote address at the International Association for Volunteer Effort World Conference held in Edmonton, Canada, 25 August 1998.","AKDN / Zahur Ramji","Press Release"
"UNTITLED","","","Press Release"
"Central asian states and Aga Khan sign treaty to launch regional university","His Excellency Emomali Rahmon, President of Tajikistan, and His Highness the Aga Khan signed the International Treaty establishing the new University of Central Asia in a ceremony in Dushanbe, Tajikistan.","AKDN / Gary Otte","Press Release"
"Minister of Culture Roseta and First Lady Maria Jose Ritta Join Begum Aga Khan at Concert and Exhibition","","","Press Release"
"Aga Khan receives Die Quadriga 2005 Prize in recognition of the work of the Aga Khan Development Network","H.E. Hamid Karzai bestows Die Quadriga Award to His Highness.","AKDN/Gary Otte","Press Release"
"World Premiere of Yo-Yo Ma and Silk Road Ensemble introduces Aga Khan Music Initiative in Central Asia","Yo-Yo Ma leading the Silk Road Ensemble at rehearsals at the Schloss Salzau in Germany.","","Press Release"
"Arab architects ask if environments will change society or vice versa","AKAA Seminar ""Architecture Re-introduced : New projects in Societies in Change"" in Beirut, Lebanon, november 1999. ","Courtesy of AKAA","Press Release"
"Kampala Serena hotel will spur tourism investment","","","Press Release"
"Government of The Republic of Portugal and The Ismaili Imamat sign Protocol of Cooperation","The Aga Khan and the Prime Minister José Socrates sign the Protocol of Cooperation between the Ismaili Imamat and the Government of the Republic of Portugal.","","Press Release"
"Aga Khan urges educators to embrace pluralism and diversity in teaching: He urges intellectual humility and pluralism as essential to a 21st Century education","His Highness the Aga Khan, speaks at the annual meeting of the International Baccalaureate as Ms Monique Seefried, Chairman, IB Board of Governors, looks on.","AKDN/Gary Otte","Press Release"
"President Compaoré and the Aga Khan launch Microfinance Agency in Burkina Faso","","","Press Release"
"","","","Press Release"
"Aga Khan Conferred Companion of the Order of Canada","","","Press Release"
"First Microinsurance Agency established in Pakistan","AKAM's Health Insurance Programme pays for in-hospital births and provides coverage for a range of obstetric complications. It also encourages expectant and new mothers to seek appropriate pre-and post-natal care.","First Microinsurance Agency / Pakistan","Press Release"
"1 Million Dollar World Bank administered Japanese grant for Northern Pakistan","The projects of the Water and Sanitation Extension Programme (WASEP) in Pakistan, like this water filtration system in Gilgit-Baltistan, are being replicated with the support of governments, donors and partners.","AKDN","Press Release"
"Aga Khan Trust for Culture starts US$2.2 million revitalisation of Forodhani Park in Zanzibar’s Historic Stone Town","Forodhani park, the largest open space in Zanzibar's historic Stone Town (a World Heritage Site), will undergo a US$ 2.2 million restoration during 2008. ","AKDN / Gary Otte","Press Release"
"Asian Development Bank and Aga Khan Development Network strengthen partnership ","His Highness the Aga Khan receiving Mr Haruhiko Kuroda, President of the Asian Development Bank, in Gouvieux, France.","AKDN/Gary Otte","Press Release"
"Top ranking for First MicroFinanceBank Pakistan in MIX global 100 report","Manual labour still dominates much of agricultural production in Pakistan. FMFB-P provides loans for simple machinery that increases farm efficiencies.","First MicroFinanceBank Pakistan ","Press Release"
"“Masterpieces of the Aga Khan Museum” opens at the Calouste Gulbenkian Museum in Lisbon","""The Path of Princes: Masterpieces of the Aga Khan Museum Collection"" exhibition in Lisbon.","","Press Release"
"Aga Khan Academy to be established in Bangladesh","His Highness the Aga Khan speaking at the foundation stone laying ceremony of the Aga Khan Academy in Dhaka.","AKDN/Gary Otte","Press Release"
"AKFED is joined by IFC, EBRD and governments of Germany and Japan in launch of Kyrgyz Republic's largest bank","","","Press Release"
"Aga Khan University and University of Texas establish historic partnership","12 April 2008 - President Powers of University of Texas and President Rasul of the Aga Khan University signing the Memorandum of Understanding at the Texas State Capitol, as His Highness the Aga Khan and Governor Rick Perry of Texas look on.","AKDN/Gary Otte","Press Release"
"Nine Projects Receive the 2001 Aga Khan Award for Architecture Geoffrey Bawa Receives Chairman's Award","","","Press Release"
"Patriarchate of Lisbon and Aga Khan Foundation Portugal sign partnership agreement","Activities and sport for children are included in the Urban Community Support Programme in Lisbon, Portugal.","AKDN / Lucas Cuervo Moura","Press Release"
"Aga Khan meets Putin at Kremlin","President Vladimir Putin and His Highness the Aga Khan.","Office of the President of Russia    ","Press Release"
"Aga Khan named Honorary Companion of the Order of Canada","His Highness the Aga Khan.","AKDN / Gary Otte","Press Release"
"Aga Khan Announces Om Habibeh Foundation Grant for Aswan","","","Press Release"
"Aga Khan pledges enhanced support for Chitral","His Highness the Aga Khan welcomed upon arrival at Chitral airport. His Highness pledged to assist the population to look for new opportunities to improve the quality of their lives. ","AKDN / Gary Otte","Press Release"
"Aga Khan University Helps Tackle Health Sector Reform in East Africa","","","Press Release"
"Aga Khan speaks on education and the future of the Ummah","His Highness the Aga Khan, Chancellor of the Aga Khan University, presents a Diploma in Nursing to Leila Moora from Kenya at the University's 16th Convocation in Karachi, Pakistan. ","AKDN / Gary Otte","Press Release"
"Aga Khan announces first Ismaili Centre in Middle East","Architect Rami El Dahan shows His Highness the Aga Khan and His Highness Sheikh Ahmed Bin Saeed Al Maktoum, Deputy Chairman of the Dubai Executive Council a model of the proposed Ismaili Centre, Dubai.","AKDN/Gary Otte","Press Release"
"Aga Khan Urges ""Rediscovery"" of  Timbuktu and Djenne","","","Press Release"
"Aga Khan underlines link between heritage and quality of life","His Highness the Aga Khan addressing a crowd of over three thousand gathered at the Great Mosque of Djenne, Mali.","AKDN/Gary Otte","Press Release"
"Aga Khan concludes visit to Mali: Signature of agreement to expand cooperation","His Highness the Aga Khan and President Amadou Toumani Toure sign an Agreement of Cooperation between the Ismaili Imamat and the Republic of Mali in Bamako.","AKDN/Gary Otte","Press Release"
"Aga Khan Speaks on Preventing the Failure of Democracy","","","Press Release"
"Aga Khan addresses Berlin Conference on progress in Afghanistan","His Highness the Aga Khan with United States Secretary of State Colin Powell and German Chancellor Gerhard Schroeder at the Berlin Conference on `Afghanistan and the International Community - A Partnership for the Future`.","AKDN / Patrick Ruchdi","Press Release"
"Aga Khan addresses German Ambassadors","His Highness the Aga Khan shaking hands with Joschka Fischer, German Minister for Foreign Affairs at the Fifth German Ambassadors Conference.","AKDN / Patrick Ruchdi","Press Release"
"Joint press release by the Federal Ministry for Economic Cooperation and Development (BMZ) and the Aga Khan Development Network (AKDN)","His Highness the Aga Khan with Professor Horst Köhler, President of the Federal Republic of Germany, at the Fifth German Ambassadors Conference held in Berlin. ","","Press Release"
"Focus expands relief effort for victims of cyclone Gafilo in Madagascar to health and education needs","Humanitarian relief flown in by helicopter to communities affected by cyclone Gafilo in Madagascar.","FOCUS","Press Release"
"Habib Bank: AKFED pledges strength, continuity and innovation","AKFED invested in Habib Bank Ltd., which was privatised by the Pakistan government. ","","Press Release"
"Aga Khan addresses Post 9/11 World","His Highness the Aga Khan addressing the guests at inauguration of the Ismaili Jamatkhana and Center in Houston. Governor of Texas Rick Perry (1st right) looks on. ","AKDN / Gary Otte","Press Release"
"Aga Khan says more relevant education, stronger civil society institutions and renewed commitment to ethical standards are key to stability of modern democracies","His Highness speaking at the International Symposium at the University of Evora, watched by (left to right): Rector of the University of Evora, Professor Manuel Patricio; President Sampaio; and Professor Adriano Moreira.","AKDN/Gary Otte","Press Release"
"Aga Khan speaks of tolerance and shared heritage","The ceremony to inaugurate the restored gardens of Humayun’s Tomb.","AKDN/Patrick Ruchdi","Press Release"
"Princess Zahra Aga Khan promotes rural entrepreneurship and education in Mozambique","Princess Zahra Aga Khan meeting students outside a school on Ibo Island, off the coast of Northern Mozambique. ","AKDN / Aziz Islamshah    ","Press Release"
"IPS to Get US$32 Million in New Equity for East Africa","","","Press Release"
"Aga Khan contributes €400,000 to Iranian earthquake rehabilitation effort","His Highness the Aga Khan.","AKDN / Gary Otte","Press Release"
"Aga Khan announces first Ismaili Centre in Central Asia","His Highness the Aga Khan showing Tajikistan’s President Emomali Rahmonov (third from right) a conceptual model of the proposed Ismaili Centre, Dushanbe as Mayor Mamadsaid Ubaidollaev of Dushanbe (extreme right) looks on. ","AKDN / Gary Otte","Press Release"
"Aga Khan and Karzai discuss Afghanistan rehabilitation progress","Afghan President Hamid Karzai and His Highness the Aga Khan meet in Kabul, 4 November 2002.","AKDN / Gary Otte","Press Release"
"International Academic Centre of Excellence planned for Afghanistan: Aga Khan and Karzai discuss development priorities","","","Press Release"
"AKFED-led consortium wins Afghan telecom licence","","","Press Release"
"Focus and World Bank agree natural hazard and poverty reduction project for High Mountain areas","Aerial view of Lake Sarez, Tajikistan, a lake formed in 1911 after a great earthquake triggered a landslide. ","AKDN / Jean-Luc Ray","Press Release"
"AKFED to set up Afghanistan's first microfinance bank","First MicroFinanceBank Pakistan, Karimabad Branch.","AKDN","Press Release"
"Aga Khan calls for freedom in the civilisation debate","His Highness the Aga Khan speaking at the Aga Khan Award for Architecture ceremony held in Aleppo. ","AKDN / Patrick Ruchdi","Press Release"
"Aga Khan speaks of Islam and Syria's contemporary challenges","His Highness the Aga Khan.","AKDN / Gary Otte","Press Release"
"Aga Khan and Presidents of MIT and Harvard lay foundations for an architecture of understanding","From left, Lawrence H. Summers, President of Harvard, His Highness the Aga Khan, and Charles M. Vest, President of MIT, at the launch of ArchNet.org, ","AKDN / Gary Otte","Press Release"
"Aga Khan places mountain solutions on Global Agenda","Kyrgyz men on horseback, Gulcha, Alai, Kyrgyz Republic. ","Thomas Kelly ","Press Release"
"President Kibaki and Aga Khan open state of the art apparel plant in Kenya","His Highness the Aga Khan and His Excellency President Mwai Kibaki touring the Alltex factory, Athi River, Kenya.","AKDN / Gary Otte","Press Release"
"Aga Khan urges investment in the quality of African journalism","His Highness the Aga Khan speaking at the opening ceremony of the International Press Institute (IPI) Conference in Kenya. ","AKDN / Aziz Islamshah","Press Release"
"Aga Khan underlines Kazakhstan's vital role in Central Asia","His Highness the Aga Khan leaves a cultural centre in Astana.","AKDN/Patrick Ruchdi","Press Release"
"Aga Khan creates new resources in Southern Kyrgyz Republic","The Learning Resource Centre (LRC) block at the Aga Khan School, Osh. ","AKDN / Mamirjan Karimov ","Press Release"
"Higher education in high mountains (Media Advisory)","View of UCA building site, from Botanical Gardens, Khorog, Tajikistan.","AKDN / Robin Oldacre","Press Release"
"Aga Khan creates new 30-hectare park in Historic Cairo (Media Advisory)","Aerial view of Al-Azhar Park.","AKCS-E","Press Release"
"Canada’s Prime Minister Chretien and Aga Khan discuss Central Asia, pluralism and development","His Highness the Aga Khan with The Right Honourable Jean Chrétien, Prime Minister of Canada.","AKDN / Gary Otte","Press Release"
"Aga Khan challenges international financial institutions to support civil society in Central Asia","President of the European Bank for Reconstruction Development (EBRD), Jean Lemierre, invites His Highness the Aga Khan to deliver the Jacques de Larosière Lecture at the annual meeting of the Board of Governors held in Tashkent. ","AKDN / Gary Otte","Press Release"
"Aga Khan Development Network initiates US$25 million Kabul Hotel project","","","Press Release"
